Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MZ515831,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0033-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15276,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-01-05,,"Human respiratory syncytial virus B isolate UU02-0033-V01, complete genome"
MZ515832,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX01A-8742-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15234,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-12-05,,"Human respiratory syncytial virus B isolate OX01A-8742-V02, complete genome"
MZ515833,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU01A-0049-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15276,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-12-10,,"Human respiratory syncytial virus A isolate UU01A-0049-V02, complete genome"
MZ515834,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8639-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2019-11-21,,"Human respiratory syncytial virus A isolate OX02-8639-V01, complete genome"
MZ515835,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0073-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-12-20,,"Human respiratory syncytial virus A isolate UU02-0073-V01, complete genome"
MZ515836,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0074-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15272,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-12-21,,"Human respiratory syncytial virus B isolate UU02-0074-V01, complete genome"
MZ515837,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX01A-8118-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15276,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2019-11-13,,"Human respiratory syncytial virus B isolate OX01A-8118-V02, complete genome"
MZ515838,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8832-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15272,GenBank,partial,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-10-29,,"Human respiratory syncytial virus B isolate OX02-8832-V01, partial genome"
MZ515839,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8725-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2019-11-25,,"Human respiratory syncytial virus B isolate OX02-8725-V01, complete genome"
MZ515841,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU01A-0154-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15281,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2019-12-04,,"Human respiratory syncytial virus A isolate UU01A-0154-V02, complete genome"
MZ515842,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,SE01A-0172-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,Spain,Spain,,Homo sapiens,oronasopharynx,2020-01-10,,"Human respiratory syncytial virus A isolate SE01A-0172-V02, complete genome"
MZ515844,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8567-D02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-10-25,,"Human respiratory syncytial virus B isolate OX02-8567-D02, complete genome"
MZ515845,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU01A-0024-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15273,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-11-23,,"Human respiratory syncytial virus B isolate UU01A-0024-V02, complete genome"
MZ515846,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8796-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15274,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-11-26,,"Human respiratory syncytial virus B isolate OX02-8796-V01, complete genome"
MZ515847,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8937-D04,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15277,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-12-17,,"Human respiratory syncytial virus A isolate OX02-8937-D04, complete genome"
MZ515848,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8111-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-11-08,,"Human respiratory syncytial virus A isolate OX02-8111-V01, complete genome"
MZ515850,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8908-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15274,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-11-30,,"Human respiratory syncytial virus A isolate OX02-8908-V01, complete genome"
MZ515851,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,SE01A-0064-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15286,GenBank,complete,,,,Spain,Spain,,Homo sapiens,oronasopharynx,2018-11-28,,"Human respiratory syncytial virus A isolate SE01A-0064-V02, complete genome"
MZ515852,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0151-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15278,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2019-11-13,,"Human respiratory syncytial virus A isolate UU02-0151-V01, complete genome"
MZ515853,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8663-D03,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15279,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-10-24,,"Human respiratory syncytial virus A isolate OX02-8663-D03, complete genome"
MZ515854,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-9775-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15279,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2019-12-24,,"Human respiratory syncytial virus A isolate OX02-9775-V01, complete genome"
MZ515855,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX01A-8053-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15229,GenBank,partial,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-11-23,,"Human respiratory syncytial virus B isolate OX01A-8053-V02, partial genome"
MZ515856,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,SE02-0005-D02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15264,GenBank,partial,,,,Spain,Spain,,Homo sapiens,oronasopharynx,2019-01-05,,"Human respiratory syncytial virus B isolate SE02-0005-D02, partial genome"
MZ515857,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8221-D05,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2019-11-13,,"Human respiratory syncytial virus B isolate OX02-8221-D05, complete genome"
MZ515858,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-9450-D02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15271,GenBank,partial,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2019-12-31,,"Human respiratory syncytial virus A isolate OX02-9450-D02, partial genome"
MZ515859,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0213-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15273,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2019-12-14,,"Human respiratory syncytial virus A isolate UU02-0213-V01, complete genome"
MZ515860,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,SE01A-0146-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15276,GenBank,complete,,,,Spain,Spain,,Homo sapiens,oronasopharynx,2019-11-25,,"Human respiratory syncytial virus A isolate SE01A-0146-V02, complete genome"
MZ515861,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8554-D02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15278,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-12-02,,"Human respiratory syncytial virus A isolate OX02-8554-D02, complete genome"
MZ515862,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0040-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15269,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-01-16,,"Human respiratory syncytial virus A isolate UU02-0040-V01, complete genome"
MZ515863,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,SE01A-0117-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,Spain,Spain,,Homo sapiens,oronasopharynx,2019-12-04,,"Human respiratory syncytial virus B isolate SE01A-0117-V02, complete genome"
MZ515864,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8260-D03,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2019-11-10,,"Human respiratory syncytial virus A isolate OX02-8260-D03, complete genome"
MZ515865,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0048-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15270,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-02-08,,"Human respiratory syncytial virus B isolate UU02-0048-V01, complete genome"
MZ515866,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0055-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15269,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-11-20,,"Human respiratory syncytial virus A isolate UU02-0055-V01, complete genome"
MZ515867,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,SE02-0023-D05,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15247,GenBank,partial,,,,Spain,Spain,,Homo sapiens,oronasopharynx,2020-01-07,,"Human respiratory syncytial virus A isolate SE02-0023-D05, partial genome"
MZ515868,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0050-D04,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-02-23,,"Human respiratory syncytial virus B isolate UU02-0050-D04, complete genome"
MZ515869,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0034-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15276,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-01-05,,"Human respiratory syncytial virus B isolate UU02-0034-V01, complete genome"
MZ515870,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8663-D04,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15276,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-10-25,,"Human respiratory syncytial virus A isolate OX02-8663-D04, complete genome"
MZ515871,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-9369-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15277,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2019-12-19,,"Human respiratory syncytial virus B isolate OX02-9369-V01, complete genome"
MZ515872,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,SE01A-0178-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,Spain,Spain,,Homo sapiens,oronasopharynx,2020-01-15,,"Human respiratory syncytial virus B isolate SE01A-0178-V02, complete genome"
MZ515873,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,SE02-0002-D04,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,Spain,Spain,,Homo sapiens,oronasopharynx,2018-12-27,,"Human respiratory syncytial virus A isolate SE02-0002-D04, complete genome"
MZ515874,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8390-D03,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),14974,GenBank,partial,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-11-16,,"Human respiratory syncytial virus A isolate OX02-8390-D03, partial genome"
MZ515875,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0208-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15281,GenBank,partial,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2019-12-11,,"Human respiratory syncytial virus A isolate UU02-0208-V01, partial genome"
